blockLoop_thisRepN	trialLoop_thisRepN	firstKey	readyKey_corr	readyKey_rt	targetKey	blockType	margin	outcome	trialResp_keys	trialResp_corr	trialResp_rt
0	0	j	1	5.042066063731909	j	12	0.1	0	j	1	1.054830427281559
0	1	n/a	n/a	n/a	j	12	0.11	1	j	1	0.9871680685319006
0	2	n/a	n/a	n/a	f	12	0.1	1	j	0	1.022815458476543
0	3	n/a	n/a	n/a	j	12	0.09000000000000001	1	j	1	1.099171849898994
0	4	n/a	n/a	n/a	j	12	0.08000000000000002	2	j	1	1.096984585747123
0	5	n/a	n/a	n/a	j	12	0.09000000000000001	2	j	1	1.030004464555532
0	6	n/a	n/a	n/a	j	12	0.1	1	j	1	1.178953682538122
0	7	n/a	n/a	n/a	j	12	0.09000000000000001	2	j	1	1.065102472435683
0	8	n/a	n/a	n/a	f	12	0.1	2	j	0	1.044879401102662
0	9	n/a	n/a	n/a	j	12	0.09000000000000001	1	j	1	1.139789906330407
0	10	n/a	n/a	n/a	j	12	0.08000000000000002	2	j	1	1.082672145683318
0	11	n/a	n/a	n/a	j	12	0.09000000000000001	2	j	1	1.09537948993966
0	12	n/a	n/a	n/a	j	12	0.1	2	j	1	1.108820958528668
0	13	n/a	n/a	n/a	j	12	0.11	2	j	1	1.01674317708239
0	14	n/a	n/a	n/a	f	12	0.12	2	j	0	0.9961440628394485
0	15	n/a	n/a	n/a	j	12	0.11	1	j	1	1.079434869345278
0	16	n/a	n/a	n/a	j	12	0.1	1	j	1	0.9963869652710855
0	17	n/a	n/a	n/a	j	12	0.09000000000000001	1	f	0	1.002368015702814
0	18	n/a	n/a	n/a	j	12	0.08000000000000002	1	j	1	1.062884132377803
0	19	n/a	n/a	n/a	j	12	0.07000000000000002	2	j	1	1.04222258226946
0	20	n/a	n/a	n/a	f	12	0.08000000000000002	2	j	0	0.999968069139868
0	21	n/a	n/a	n/a	j	12	0.07000000000000002	1	j	1	1.040262540336698
0	22	n/a	n/a	n/a	j	12	0.06000000000000002	1	j	1	1.036544590257108
0	23	n/a	n/a	n/a	j	12	0.05000000000000002	2	j	1	1.017082727514207
