blockLoop_thisRepN	trialLoop_thisRepN	firstKey	readyKey_corr	readyKey_rt	targetKey	blockType	margin	outcome	trialResp_keys	trialResp_corr	trialResp_rt
0	0	j	1	2.888329430332305	j	2	0.1	0	j	1	0.3120701068955896
0	1	n/a	n/a	n/a	f	2	0.11	0	j	0	0.5407012514115195
0	2	n/a	n/a	n/a	j	2	0.1	0	f	0	0.4088938800159667
0	3	n/a	n/a	n/a	j	2	0.11	0	f	0	0.3555778692752938
0	4	n/a	n/a	n/a	j	2	0.1	1	j	1	0.446407443582757
0	5	n/a	n/a	n/a	f	2	0.09000000000000001	1	j	0	0.3071036886631191
0	6	n/a	n/a	n/a	j	2	0.08000000000000002	0	j	1	0.4619379066580223
0	7	n/a	n/a	n/a	j	2	0.09000000000000001	1	j	1	1.00118658052088
0	8	n/a	n/a	n/a	j	2	0.08000000000000002	2	j	1	0.3094087111321642
0	9	n/a	n/a	n/a	f	2	0.09000000000000001	2	j	0	0.3856115850403512
0	10	n/a	n/a	n/a	j	2	0.08000000000000002	2	f	0	0.2364203243396332
0	11	n/a	n/a	n/a	j	2	0.07000000000000002	0	j	1	0.4635509947374885
0	12	n/a	n/a	n/a	j	2	0.08000000000000002	1	j	1	0.3642665352936092
0	13	n/a	n/a	n/a	f	2	0.07000000000000002	1	f	1	0.4312812503740133
0	14	n/a	n/a	n/a	j	2	0.06000000000000002	1	j	1	0.5632625319385625
0	15	n/a	n/a	n/a	j	2	0.05000000000000002	2	j	1	0.3341202055671602
0	16	n/a	n/a	n/a	j	2	0.06000000000000002	1	j	1	0.4412041083851364
0	17	n/a	n/a	n/a	f	2	0.05000000000000002	2	f	1	0.4281346167326774
0	18	n/a	n/a	n/a	j	2	0.06000000000000002	1	j	1	0.4069877105384876
0	19	n/a	n/a	n/a	j	2	0.05000000000000002	1	j	1	0.4106572150767533
0	20	n/a	n/a	n/a	j	2	0.04000000000000001	1	j	1	0.3992444315963439
0	21	n/a	n/a	n/a	f	2	0.03000000000000001	1	f	1	0.4191808089844926
0	22	n/a	n/a	n/a	j	2	0.02000000000000001	2	j	1	0.3902931897346207
0	23	n/a	n/a	n/a	j	2	0.03000000000000001	1	j	1	0.3771883458521188
0	24	n/a	n/a	n/a	j	2	0.02000000000000001	1	j	1	0.4207876248938192
0	25	n/a	n/a	n/a	f	2	0.01000000000000001	2	f	1	0.4018633476625837
0	26	n/a	n/a	n/a	j	2	0.02000000000000001	1	j	1	0.397916727250049
0	27	n/a	n/a	n/a	j	2	0.01000000000000001	2	j	1	0.4010833177953828
0	28	n/a	n/a	n/a	j	2	0.02000000000000001	1	j	1	0.403939721025381
0	29	n/a	n/a	n/a	f	2	0.01000000000000001	2	f	1	0.3998933160901288
0	30	n/a	n/a	n/a	j	2	0.02000000000000001	1	j	1	0.4119276145966069
0	31	n/a	n/a	n/a	j	2	0.01000000000000001	2	j	1	0.4148475948222767
0	32	n/a	n/a	n/a	j	2	0.02000000000000001	2	j	1	0.3945331766435629
