onset	duration	sample	trial_type	value
0	0.001	1	New Segment	n/a
0	0.001	1	Comment	Active Shielding: On
163.345	0.001	163346	Stimulus	S 11
164.351	0.001	164352	Stimulus	S 11
165.351	0.001	165352	Stimulus	S 11
166.362	0.001	166363	Stimulus	S 11
167.369	0.001	167370	Stimulus	S 11
168.371	0.001	168372	Stimulus	S 11
169.379	0.001	169380	Stimulus	S 11
170.381	0.001	170382	Stimulus	S 11
171.39	0.001	171391	Stimulus	S 11
172.398	0.001	172399	Stimulus	S 11
173.4	0.001	173401	Stimulus	S 11
174.41	0.001	174411	Stimulus	S 11
175.419	0.001	175420	Stimulus	S 11
176.42	0.001	176421	Stimulus	S 11
177.43	0.001	177431	Stimulus	S 11
178.44	0.001	178441	Stimulus	S 11
179.45	0.001	179451	Stimulus	S 11
180.46	0.001	180461	Stimulus	S 11
181.469	0.001	181470	Stimulus	S 11
182.471	0.001	182472	Stimulus	S 11
183.482	0.001	183483	Stimulus	S 11
184.491	0.001	184492	Stimulus	S 11
185.5	0.001	185501	Stimulus	S 11
186.51	0.001	186511	Stimulus	S 11
187.532	0.001	187533	Stimulus	S 31
190.864	0.001	190865	Stimulus	S 51
191.787	0.001	191788	Stimulus	S 71
192.759	0.001	192760	Stimulus	S131
193.739	0.001	193740	Stimulus	S131
194.744	0.001	194745	Stimulus	S 91
195.732	0.001	195733	Stimulus	S 91
196.68	0.001	196681	Stimulus	S 91
197.684	0.001	197685	Stimulus	S 71
198.638	0.001	198639	Stimulus	S 91
199.497	0.001	199498	Stimulus	S 91
200.479	0.001	200480	Stimulus	S 71
201.449	0.001	201450	Stimulus	S 91
202.397	0.001	202398	Stimulus	S 91
203.416	0.001	203417	Stimulus	S 71
204.387	0.001	204388	Stimulus	S 91
205.318	0.001	205319	Stimulus	S 91
206.256	0.001	206257	Stimulus	S 71
207.188	0.001	207189	Stimulus	S 71
208.174	0.001	208175	Stimulus	S 71
212.759	0.001	212760	Stimulus	S 91
213.712	0.001	213713	Stimulus	S111
214.627	0.001	214628	Stimulus	S 91
215.526	0.001	215527	Stimulus	S 71
216.53	0.001	216531	Stimulus	S 71
217.421	0.001	217422	Stimulus	S 91
218.387	0.001	218388	Stimulus	S 71
219.311	0.001	219312	Stimulus	S 91
220.291	0.001	220292	Stimulus	S 71
221.2	0.001	221201	Stimulus	S 91
222.137	0.001	222138	Stimulus	S 71
223.045	0.001	223046	Stimulus	S 71
224.018	0.001	224019	Stimulus	S 71
224.942	0.001	224943	Stimulus	S 91
225.889	0.001	225890	Stimulus	S 71
226.82	0.001	226821	Stimulus	S 91
227.798	0.001	227799	Stimulus	S 91
228.729	0.001	228730	Stimulus	S 91
229.66	0.001	229661	Stimulus	S 71
230.698	0.001	230699	Stimulus	S 71
231.614	0.001	231615	Stimulus	S 91
232.561	0.001	232562	Stimulus	S 71
233.541	0.001	233542	Stimulus	S 91
234.546	0.001	234547	Stimulus	S 91
235.494	0.001	235495	Stimulus	S 91
236.449	0.001	236450	Stimulus	S 71
237.489	0.001	237490	Stimulus	S 91
238.375	0.001	238376	Stimulus	S 91
239.406	0.001	239407	Stimulus	S 71
240.282	0.001	240283	Stimulus	S 91
241.21	0.001	241211	Stimulus	S 71
242.179	0.001	242180	Stimulus	S 71
243.111	0.001	243112	Stimulus	S 91
243.97	0.001	243971	Stimulus	S 71
244.988	0.001	244989	Stimulus	S 71
245.975	0.001	245976	Stimulus	S 91
246.978	0.001	246979	Stimulus	S 91
247.941	0.001	247942	Stimulus	S 91
248.951	0.001	248952	Stimulus	S 71
249.842	0.001	249843	Stimulus	S 91
250.869	0.001	250870	Stimulus	S 71
251.777	0.001	251778	Stimulus	S 91
252.725	0.001	252726	Stimulus	S 71
253.747	0.001	253748	Stimulus	S 71
254.765	0.001	254766	Stimulus	S 91
255.714	0.001	255715	Stimulus	S 91
256.7	0.001	256701	Stimulus	S 71
257.776	0.001	257777	Stimulus	S 91
258.755	0.001	258756	Stimulus	S111
259.767	0.001	259768	Stimulus	S 91
260.716	0.001	260717	Stimulus	S 91
261.616	0.001	261617	Stimulus	S 71
262.691	0.001	262692	Stimulus	S 71
294.113	0.001	294114	Stimulus	S  5
294.723	0.001	294724	Stimulus	S  5
295.325	0.001	295326	Stimulus	S  5
295.932	0.001	295933	Stimulus	S  5
296.541	0.001	296542	Stimulus	S  5
297.149	0.001	297150	Stimulus	S  5
297.758	0.001	297759	Stimulus	S  5
298.37	0.001	298371	Stimulus	S  5
298.971	0.001	298972	Stimulus	S  5
299.579	0.001	299580	Stimulus	S  5
300.18	0.001	300181	Stimulus	S  5
300.78	0.001	300781	Stimulus	S  5
301.384	0.001	301385	Stimulus	S  5
301.995	0.001	301996	Stimulus	S  5
302.608	0.001	302609	Stimulus	S  5
303.211	0.001	303212	Stimulus	S  5
303.822	0.001	303823	Stimulus	S  5
304.431	0.001	304432	Stimulus	S  5
305.042	0.001	305043	Stimulus	S  5
305.652	0.001	305653	Stimulus	S  5
306.261	0.001	306262	Stimulus	S  5
306.871	0.001	306872	Stimulus	S  5
307.472	0.001	307473	Stimulus	S  5
308.081	0.001	308082	Stimulus	S  5
308.686	0.001	308687	Stimulus	S 25
311.305	0.001	311306	Stimulus	S105
311.902	0.001	311903	Stimulus	S105
312.531	0.001	312532	Stimulus	S125
313.162	0.001	313163	Stimulus	S125
313.791	0.001	313792	Stimulus	S 85
314.425	0.001	314426	Stimulus	S 85
315.023	0.001	315024	Stimulus	S125
315.682	0.001	315683	Stimulus	S125
316.342	0.001	316343	Stimulus	S105
316.978	0.001	316979	Stimulus	S 85
317.621	0.001	317622	Stimulus	S125
318.361	0.001	318362	Stimulus	S125
318.98	0.001	318981	Stimulus	S125
319.679	0.001	319680	Stimulus	S 85
320.363	0.001	320364	Stimulus	S125
321.022	0.001	321023	Stimulus	S105
321.721	0.001	321722	Stimulus	S105
322.396	0.001	322397	Stimulus	S125
323.071	0.001	323072	Stimulus	S125
323.778	0.001	323779	Stimulus	S105
324.478	0.001	324479	Stimulus	S105
325.128	0.001	325129	Stimulus	S105
325.786	0.001	325787	Stimulus	S 85
326.445	0.001	326446	Stimulus	S 85
327.111	0.001	327112	Stimulus	S 85
327.732	0.001	327733	Stimulus	S 85
328.358	0.001	328359	Stimulus	S 85
329.041	0.001	329042	Stimulus	S 85
329.683	0.001	329684	Stimulus	S105
330.31	0.001	330311	Stimulus	S 85
330.945	0.001	330946	Stimulus	S 85
331.589	0.001	331590	Stimulus	S105
332.263	0.001	332264	Stimulus	S105
332.873	0.001	332874	Stimulus	S105
333.491	0.001	333492	Stimulus	S 85
334.181	0.001	334182	Stimulus	S 85
334.816	0.001	334817	Stimulus	S105
335.389	0.001	335390	Stimulus	S 85
336.072	0.001	336073	Stimulus	S 65
336.707	0.001	336708	Stimulus	S105
337.381	0.001	337382	Stimulus	S 85
337.984	0.001	337985	Stimulus	S105
338.597	0.001	338598	Stimulus	S 85
339.216	0.001	339217	Stimulus	S 85
339.902	0.001	339903	Stimulus	S 85
340.497	0.001	340498	Stimulus	S105
341.156	0.001	341157	Stimulus	S 85
341.817	0.001	341818	Stimulus	S105
342.467	0.001	342468	Stimulus	S105
343.046	0.001	343047	Stimulus	S105
343.728	0.001	343729	Stimulus	S 85
344.369	0.001	344370	Stimulus	S105
345.045	0.001	345046	Stimulus	S 85
345.682	0.001	345683	Stimulus	S105
346.323	0.001	346324	Stimulus	S 85
347.006	0.001	347007	Stimulus	S 85
347.674	0.001	347675	Stimulus	S105
348.31	0.001	348311	Stimulus	S105
348.944	0.001	348945	Stimulus	S 85
349.572	0.001	349573	Stimulus	S 85
350.198	0.001	350199	Stimulus	S 85
350.906	0.001	350907	Stimulus	S 85
351.526	0.001	351527	Stimulus	S105
352.161	0.001	352162	Stimulus	S 85
352.852	0.001	352853	Stimulus	S105
353.448	0.001	353449	Stimulus	S105
354.076	0.001	354077	Stimulus	S 85
354.664	0.001	354665	Stimulus	S 85
355.362	0.001	355363	Stimulus	S 65
355.971	0.001	355972	Stimulus	S105
356.589	0.001	356590	Stimulus	S 85
357.2	0.001	357201	Stimulus	S 85
362.265	0.001	362266	Stimulus	S 12
363.267	0.001	363268	Stimulus	S 12
364.271	0.001	364272	Stimulus	S 12
365.282	0.001	365283	Stimulus	S 12
366.291	0.001	366292	Stimulus	S 12
367.292	0.001	367293	Stimulus	S 12
368.3	0.001	368301	Stimulus	S 12
369.301	0.001	369302	Stimulus	S 12
370.303	0.001	370304	Stimulus	S 12
371.31	0.001	371311	Stimulus	S 12
372.313	0.001	372314	Stimulus	S 12
373.322	0.001	373323	Stimulus	S 12
374.331	0.001	374332	Stimulus	S 12
375.342	0.001	375343	Stimulus	S 12
376.351	0.001	376352	Stimulus	S 12
377.351	0.001	377352	Stimulus	S 12
378.361	0.001	378362	Stimulus	S 12
