onset	duration	sample	trial_type	value
0	0.001	1	New Segment	n/a
0	0.001	1	Comment	Active Shielding: On
31.462	0.001	31463	Stimulus	S  8
32.07	0.001	32071	Stimulus	S  8
32.676	0.001	32677	Stimulus	S  8
33.285	0.001	33286	Stimulus	S  8
33.889	0.001	33890	Stimulus	S  8
34.496	0.001	34497	Stimulus	S  8
35.104	0.001	35105	Stimulus	S  8
35.713	0.001	35714	Stimulus	S  8
36.324	0.001	36325	Stimulus	S  8
36.933	0.001	36934	Stimulus	S  8
37.535	0.001	37536	Stimulus	S  8
38.144	0.001	38145	Stimulus	S  8
38.75	0.001	38751	Stimulus	S  8
39.358	0.001	39359	Stimulus	S  8
39.967	0.001	39968	Stimulus	S  8
40.576	0.001	40577	Stimulus	S  8
41.18	0.001	41181	Stimulus	S  8
41.787	0.001	41788	Stimulus	S  8
42.394	0.001	42395	Stimulus	S  8
43.002	0.001	43003	Stimulus	S  8
43.608	0.001	43609	Stimulus	S  8
44.21	0.001	44211	Stimulus	S  8
44.818	0.001	44819	Stimulus	S  8
45.426	0.001	45427	Stimulus	S  8
46.043	0.001	46044	Stimulus	S 28
71.63	0.001	71631	Stimulus	S 48
72.243	0.001	72244	Stimulus	S 68
72.84	0.001	72841	Stimulus	S 88
73.5	0.001	73501	Stimulus	S 88
74.065	0.001	74066	Stimulus	S 88
74.71	0.001	74711	Stimulus	S 88
75.331	0.001	75332	Stimulus	S 88
75.92	0.001	75921	Stimulus	S 88
76.541	0.001	76542	Stimulus	S 88
77.178	0.001	77179	Stimulus	S 88
77.711	0.001	77712	Stimulus	S108
78.476	0.001	78477	Stimulus	S 68
79.113	0.001	79114	Stimulus	S108
79.685	0.001	79686	Stimulus	S 88
80.283	0.001	80284	Stimulus	S 88
80.943	0.001	80944	Stimulus	S 88
81.571	0.001	81572	Stimulus	S108
82.167	0.001	82168	Stimulus	S 88
82.892	0.001	82893	Stimulus	S 88
83.449	0.001	83450	Stimulus	S108
84.046	0.001	84047	Stimulus	S 68
84.65	0.001	84651	Stimulus	S 88
85.223	0.001	85224	Stimulus	S 88
85.828	0.001	85829	Stimulus	S 68
86.6	0.001	86601	Stimulus	S 88
86.689	0.001	86690	Stimulus	S108
87.189	0.001	87190	Stimulus	S 68
87.802	0.001	87803	Stimulus	S128
88.519	0.001	88520	Stimulus	S 88
89.252	0.001	89253	Stimulus	S108
89.961	0.001	89962	Stimulus	S128
92.59	0.001	92591	Stimulus	S108
93.138	0.001	93139	Stimulus	S108
93.695	0.001	93696	Stimulus	S 88
94.291	0.001	94292	Stimulus	S 88
94.888	0.001	94889	Stimulus	S 88
95.548	0.001	95549	Stimulus	S 88
96.154	0.001	96155	Stimulus	S108
96.671	0.001	96672	Stimulus	S 88
97.267	0.001	97268	Stimulus	S 68
97.855	0.001	97856	Stimulus	S 88
98.491	0.001	98492	Stimulus	S 88
99.024	0.001	99025	Stimulus	S 88
99.581	0.001	99582	Stimulus	S 68
100.13	0.001	100131	Stimulus	S 68
100.677	0.001	100678	Stimulus	S 68
101.233	0.001	101234	Stimulus	S 68
101.803	0.001	101804	Stimulus	S 88
102.375	0.001	102376	Stimulus	S 88
102.932	0.001	102933	Stimulus	S 88
103.513	0.001	103514	Stimulus	S 68
104.085	0.001	104086	Stimulus	S 88
104.649	0.001	104650	Stimulus	S 68
105.245	0.001	105246	Stimulus	S 68
105.945	0.001	105946	Stimulus	S 88
106.518	0.001	106519	Stimulus	S108
107.099	0.001	107100	Stimulus	S 88
107.678	0.001	107679	Stimulus	S 88
108.226	0.001	108227	Stimulus	S 88
108.83	0.001	108831	Stimulus	S 68
109.376	0.001	109377	Stimulus	S 88
109.907	0.001	109908	Stimulus	S 68
110.433	0.001	110434	Stimulus	S 68
110.956	0.001	110957	Stimulus	S 68
111.471	0.001	111472	Stimulus	S 68
112.042	0.001	112043	Stimulus	S 68
112.63	0.001	112631	Stimulus	S 88
113.258	0.001	113259	Stimulus	S 88
113.869	0.001	113870	Stimulus	S 88
114.464	0.001	114465	Stimulus	S 88
115.092	0.001	115093	Stimulus	S 88
115.689	0.001	115690	Stimulus	S108
186.008	0.001	186009	Stimulus	S  7
186.618	0.001	186619	Stimulus	S  7
187.223	0.001	187224	Stimulus	S  7
187.833	0.001	187834	Stimulus	S  7
188.443	0.001	188444	Stimulus	S  7
189.049	0.001	189050	Stimulus	S  7
189.658	0.001	189659	Stimulus	S  7
190.267	0.001	190268	Stimulus	S  7
190.873	0.001	190874	Stimulus	S  7
191.479	0.001	191480	Stimulus	S  7
192.088	0.001	192089	Stimulus	S  7
192.697	0.001	192698	Stimulus	S  7
193.305	0.001	193306	Stimulus	S  7
193.915	0.001	193916	Stimulus	S  7
194.525	0.001	194526	Stimulus	S  7
195.126	0.001	195127	Stimulus	S  7
195.728	0.001	195729	Stimulus	S  7
196.337	0.001	196338	Stimulus	S  7
196.94	0.001	196941	Stimulus	S  7
197.545	0.001	197546	Stimulus	S  7
198.154	0.001	198155	Stimulus	S  7
198.761	0.001	198762	Stimulus	S  7
199.367	0.001	199368	Stimulus	S  7
199.975	0.001	199976	Stimulus	S  7
200.582	0.001	200583	Stimulus	S 27
201.236	0.001	201237	Stimulus	S 87
201.824	0.001	201825	Stimulus	S107
202.417	0.001	202418	Stimulus	S 87
203.046	0.001	203047	Stimulus	S 87
203.634	0.001	203635	Stimulus	S 87
204.215	0.001	204216	Stimulus	S 87
204.819	0.001	204820	Stimulus	S 87
205.391	0.001	205392	Stimulus	S 87
206.052	0.001	206053	Stimulus	S 87
206.569	0.001	206570	Stimulus	S107
207.14	0.001	207141	Stimulus	S 67
207.697	0.001	207698	Stimulus	S 87
208.253	0.001	208254	Stimulus	S 87
208.866	0.001	208867	Stimulus	S 67
209.431	0.001	209432	Stimulus	S 87
210.011	0.001	210012	Stimulus	S 67
210.573	0.001	210574	Stimulus	S 87
211.097	0.001	211098	Stimulus	S 67
211.643	0.001	211644	Stimulus	S 67
212.181	0.001	212182	Stimulus	S 67
212.768	0.001	212769	Stimulus	S 87
213.308	0.001	213309	Stimulus	S 87
213.87	0.001	213871	Stimulus	S 67
214.442	0.001	214443	Stimulus	S 87
214.982	0.001	214983	Stimulus	S 87
215.609	0.001	215610	Stimulus	S 67
216.196	0.001	216197	Stimulus	S 87
216.744	0.001	216745	Stimulus	S 87
217.317	0.001	217318	Stimulus	S 67
217.856	0.001	217857	Stimulus	S 87
218.38	0.001	218381	Stimulus	S 67
218.968	0.001	218969	Stimulus	S 67
219.564	0.001	219565	Stimulus	S 87
220.144	0.001	220145	Stimulus	S 87
220.686	0.001	220687	Stimulus	S 87
221.249	0.001	221250	Stimulus	S 67
221.772	0.001	221773	Stimulus	S 67
222.367	0.001	222368	Stimulus	S 67
222.922	0.001	222923	Stimulus	S 87
223.487	0.001	223488	Stimulus	S 67
224.06	0.001	224061	Stimulus	S 87
224.649	0.001	224650	Stimulus	S 87
225.269	0.001	225270	Stimulus	S 87
225.881	0.001	225882	Stimulus	S 87
226.446	0.001	226447	Stimulus	S 87
227.067	0.001	227068	Stimulus	S 67
227.615	0.001	227616	Stimulus	S107
228.211	0.001	228212	Stimulus	S 67
228.775	0.001	228776	Stimulus	S 87
229.395	0.001	229396	Stimulus	S 67
229.999	0.001	230000	Stimulus	S 87
230.643	0.001	230644	Stimulus	S 87
231.245	0.001	231246	Stimulus	S107
231.809	0.001	231810	Stimulus	S 87
232.397	0.001	232398	Stimulus	S 67
233.022	0.001	233023	Stimulus	S 87
233.658	0.001	233659	Stimulus	S107
234.216	0.001	234217	Stimulus	S107
234.762	0.001	234763	Stimulus	S 67
235.341	0.001	235342	Stimulus	S 67
235.874	0.001	235875	Stimulus	S 87
236.452	0.001	236453	Stimulus	S 67
236.991	0.001	236992	Stimulus	S 87
237.571	0.001	237572	Stimulus	S 67
238.15	0.001	238151	Stimulus	S 87
238.699	0.001	238700	Stimulus	S 87
239.285	0.001	239286	Stimulus	S 67
239.841	0.001	239842	Stimulus	S 87
240.397	0.001	240398	Stimulus	S 67
240.936	0.001	240937	Stimulus	S 67
241.539	0.001	241540	Stimulus	S 67
242.087	0.001	242088	Stimulus	S 87
252.273	0.001	252274	Stimulus	S 10
253.281	0.001	253282	Stimulus	S 10
254.289	0.001	254290	Stimulus	S 10
255.297	0.001	255298	Stimulus	S 10
256.307	0.001	256308	Stimulus	S 10
257.316	0.001	257317	Stimulus	S 10
258.325	0.001	258326	Stimulus	S 10
259.333	0.001	259334	Stimulus	S 10
260.34	0.001	260341	Stimulus	S 10
261.349	0.001	261350	Stimulus	S 10
262.358	0.001	262359	Stimulus	S 10
263.368	0.001	263369	Stimulus	S 10
264.377	0.001	264378	Stimulus	S 10
265.387	0.001	265388	Stimulus	S 10
266.394	0.001	266395	Stimulus	S 10
267.403	0.001	267404	Stimulus	S 10
